new-id;id;term;conc term ;definition;isSuperType;max-expressiveness;altLabel1;altLabel2;altLabel3;altLabel4;altLabel5;source;sourceCited;link;notes;parent-class-name;grandparent-class-name;grand-grandparent-class-name;parent-class-id;grandparent-class-id;grand-grandparent-class-id
t254;t154;structural links;t154 structural links;Are correspondence links where opportunities for (direct) correspondence between the categories of different classifications are difficult or not possible to establish, owing to significant structural differences in the defined value sets that do not allow for common correspondence at a similar hierarchical level in the structure. In some circumstances, an approximate or truncated correspondence may be made by aggregating subclasses of one classification to different structural levels of the other classification.;0;3;mapping;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;mapping ;;;t254;;
t277;t169;structural metadata;t169 structural metadata;"The support for exchange of statistical data and related structural metadata has been expanded. Some support is provided  for qualitative data; data cube structures are described; hierarchical code  lists are supported; relationships between data structures can be expressed,  providing support for extensibility of data structures; and the description of  functional dependencies within cubes are supported.";1;;;;;;;sdmx ;;https://sdmx.org/wp-content/uploads/SDMX_2-1_SECTION_1_Framework.pdf;;internal structure ; data model (format) ;model ;t277;t257;t250
t277;t52;structural metadata;t52 structural metadata;Structural metadata defines the digital object's internal organization and is needed for display and navigation of that object.;0;10;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;internal structure ; data model (format) ;model ;t277;t257;t250
t273;t176;structure set;t176 structure set;Structure Set: Structure sets provide a mechanism for grouping structural  metadata together to form a complete description of the relationships between specific, related sets of data and metadata. They can be used to  map dimensions and attributes to one another, to map concepts, to map code lists, and to map category schemes. They can be used to describe “cubes” of data, even when the data within the cube does not share a single dimensionality. ;0;10;;;;;;sdmx ;;https://sdmx.org/wp-content/uploads/SDMX_2-1_SECTION_1_Framework.pdf;;metadata model ; data model (format) ;model ;t273;t257;t250
t277;t51;structured values;t51 structured values;DCSV recognizes two types of substrings: labels and values. A label is the name of the type of a value, and a value is the data itself. A value that is comprised of components, i.e. a value which has its own label and value, is called a structured value. Punctuation supports the parsing of the DCSV.;0;2;dublin core structured values;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;internal structure ; data model (format) ;model ;t277;t257;t250
t144;t114;structured vocabulary;t114 structured vocabulary;An organized set of terms, headings or codes representing concepts and their interrelationships,which can be used to support information retrieval.;1;7;element vocabulary; element set; schema vocabulary; propoerty vocabulary; metadata element set;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;conceptual model ;model ;;t258;t250;
t144;t127;structured vocabulary;t127 structured vocabulary;Most controlled vocabularies discussed in this book are structured vocabularies. A structured vocabulary emphasizes relationships between and among the concepts represented by the terms or names in a vocabulary.;0;7;;;;;;Harpring 2011;;;;conceptual model ;model ;;t258;t250;
t144;t144;structured vocabulary ;t144 structured vocabulary ;"I think structured vocabulary term could also be interesting (""An organized set of terms, headings or codes representing concepts and their interrelationships, which can be used to support information retrieval."") but it would not be ideal to differentiate authority tables from thesauri – thesauri also have a structure – and the parallel use of structured vocabulary contra controlled vocabulary terms could not help unambiguity.";1;7;;;;;;Timea's email;;;;conceptual model ;model ;;t258;t250;
t53;t53;subject;t53 subject;The Dublin Core element used to designate the topic of the resource. The element may use controlled vocabularies or keywords or phrases that describe the subject or content of the resource. See also section 4 of the Dublin Core Users Guide.;0;1;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;data model (format) ;model ;;t257;t250;
t264;t189;subject heading lists;t189 subject heading lists;Subject headings, or simply headings, are uniform words or phrases intended to be assigned to books, articles, or other documents in order to describe the subject or topic of the texts and to group them with texts having similar subjects.;;;;;;;;Harpring 2012;;;;subject list ;term list ;;t264;t252;
t275;t22;subject heading scheme;t22 subject heading scheme;Structured vocabulary comprising terms available for subject indexing, plus rules for combining them into pre-coordinated strings of terms where necessary.;0;4;subject heading list;;;;;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;format / combination rules ; data model (format) ;model ;t275;t257;t250
t264;t159;subject headings;t159 subject headings;"LCSH in this service includes all Library of Congress Subject Headings, free-floating subdivisions (topical and form), Genre/Form headings, Children's (AC) headings, and validation strings* for which authority records have been created. The content includes a few name headings (personal and corporate), such as William Shakespeare, Jesus Christ, and Harvard University, and geographic headings that are added to LCSH as they are needed to establish subdivisions, provide a pattern for subdivision practice, or provide reference structure for other terms. This content is expanded beyond the print issue of LCSH (the ""red books"") with inclusion of validation strings.";0;4;;;;;;LOC;;http://id.loc.gov/authorities/subjects.html;;subject list ;term list ;;t264;t252;
t264;t23;subject headings;t23 subject headings;…;0;4;subject authority files;;;;;w3c;w3c;https://www.w3.org/2005/Incubator/lld/XGR-lld-vocabdataset-20111025/#Classification_systems;Library of Congress Subject Headings (LCSH), Répertoire d'Autorité-Matière Encyclopédique et Alphabétique Unifié (RAMEAU), Schlagwortnormdatei (SWD), National Diet Library List of Subject Headings (NDLSH), ;subject list ;term list ;;t264;t252;
t264;t54;subject headings;t54 subject headings;An alphabetical list of words or phrases that represent a concept that is under authority control, e.g., the Library of Congress Subject Headings.;0;1;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;subject list ;term list ;;t264;t252;
t67;t67;subject headings;t67 subject headings;: schemes that provide a set of controlled terms to represent the subjects of items in a collection and sets of rules for combining terms into compound headings.;0;3;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;data model (format) ;model ;;t257;t250;
t264;t90;subject headings;t90 subject headings;…;0;2;;;;;;;;;;subject list ;term list ;;t264;t252;
t280;t75;subject-based classification;t75 subject-based classification;Subject-based classification is any form of content classification that groups objects by the subjects they are about. ;0;6;;;;;;;Garshol 2004 ;https://web.archive.org/web/20081017174807/http://www.ontopia.net/topicmaps/materials/tm-vs-thesauri.html;taxonomy, thesauri, Faceted classification ,Ontology;subject based classification ; classification (broad) ;classification ;t280;t261;t253
t276;t168;subject-matter domains;t168 subject-matter domains;A statistical subject-matter domain refers to a statistical activity that has common characteristics with respect to variables, concepts and methodologies for data collection and the whole statistical data compilation process. ;0;4;;;;;;sdmx ;;https://sdmx.org/?page_id=4345 ;;enumerative classification ; classification (broad) ;classification ;t276;t261;t253
t267;t24;synonym ring;t24 synonym ring;A group of terms that are considered equivalent for the purposes of retrieval.;0;3;;;;;;ANSI/NISO Z39 R2010;NISO TR-06-2017;https://groups.niso.org/apps/group_public/download.php/12591/z39-19-2005r2010.pdf;;synonym ring ;term list ;;t267;t252;
t267;t61;synonym ring;t61 synonym ring;Synonym Rings: sets of terms that are considered equivalent for the purpose of retrieval.;0;2;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;synonym ring ;term list ;;t267;t252;
t267;t81;synonym ring;t81 synonym ring;"ynonym rings, which connect together a set of terms as being equivalent for search purposes. (That is, if you search for ""topic navigation maps"" you should also find ""topic maps"", for example.) Essentially synonym rings express a synonym relationship between a set of terms, and so is similar to the UF/USE relationship of thesauri, except that there is no indication of one term being preferred above the others.";0;2;;;;;;;Garshol 2004;https://web.archive.org/web/20081017174807/http://www.ontopia.net/topicmaps/materials/tm-vs-thesauri.html;;synonym ring ;term list ;;t267;t252;
t267;t200;synonym ring ;t200 synonym ring ;A synonym ring extends controlled vocabulary term lists by providing additional terms that are equivalent to a term in the list.;0;2;;;;;;dlese;;http://www.dlese.org/Metadata/vocabularies/term_expln.php;;synonym ring ;term list ;;t267;t252;
t267;t191;synonym ring lists;t191 synonym ring lists;A synonym ring is a simple set of terms that are considered equivalent for the purpose of retrieval. Equivalence relationships in most controlled vocabularies should be made only between terms and names that have genuine synonymy or identical meanings. However, synonym rings are different. Even though they are classified as controlled vocabularies, they are almost always used in retrieval rather than indexing.;0;2;;;;;;Harpring 2011;;;;synonym ring ;term list ;;t267;t252;
t277;t55;syntax;t55 syntax;The form and structure with which metadata elements are combined. In the case of Dublin Core, the form and structure of how metadata elements and their components are combined to form a metadata record.;0;8;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;internal structure ; data model (format) ;model ;t277;t257;t250
t279;t210;synthetic classification;t210 synthetic classification;A classification system in which the classes are formed by combining characteristics or facets of subjects according to a pre-established set of rules (example: Colon Classificationdeveloped by S.R. Ranganathan).;0;5;;;;;;odlis;;https://www.abc-clio.com/ODLIS/odlis_c.aspx;;faceted classification ; classification (broad) ;classification ;t279;t261;t253
t69;t69;taxonomies;t69 taxonomies;divisions of items into ordered groups or categories based on particular characteristics.;0;6;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;classification (broad) ;classification ;;t261;t253;
t271;t112;taxonomy;t112 taxonomy;Classification of things according to a presumed relationship among types and subtypes.;0;6;;;;;;eurostat - ramon;;http://ec.europa.eu/eurostat/ramon/nomenclatures/index.cfm?TargetUrl=DSP_GLOSSARY_NOM_DTL_VIEW&StrNom=CODED2&StrLanguageCode=EN&IntKey=21236603&RdoSearch=BEGIN&TxtSearch=&CboTheme=36940327&IsTer=&ter_valid=0&IntCurrentPage=2;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t271;t182;taxonomy;t182 taxonomy;The word ‘ taxonomy ’means the science of classifying things, and traditionally the classifi cation of plants and animals, as in the Linnaean classifi cation system. It has become a popular term now for any hierarchical classifi cation or categorization system. Thus, a taxonomy is a controlled vocabulary in which all the terms belong to a single hierarchical structure and have parent / child or broader / narrower relationships to other terms. The structure is sometimes referred to as a ‘ tree ’ . The addition of non-preferred terms / synonyms may or may not be part of a taxonomy.;0;6;tree;;;;;Hedden 2010;;https://link.springer.com/content/pdf/10.1057%2Fdam.2010.29.pdf;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t271;t193;taxonomy;t193 taxonomy;A taxonomy is an orderly classification for a defined domain. It may also be known as a faceted vocabulary. It comprises controlled vocabulary terms (generally only preferred terms) organized into a hierarchical structure. Each term in a taxonomy is in one or more parent/child (broader/ narrower) relationships to other terms in the taxonomy. There can be different types of parent/child relationships, such as whole/part, genus/ species, or instance relationships. However, in good practice, all children of a given parent share the same type of relationship.;0;6;;;;;;Harpring 2013;;;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t212;t212;taxonomy;t212 taxonomy;The science of classification, including the general principles by which objects and phenomena are divided into classes, which are subdivided into subclasses, then into sub-subclasses, and so on.;0;10;;;;;;odlis;;https://www.abc-clio.com/ODLIS/odlis_c.aspx;;classification (broad) ;classification ;;t261;t253;
t271;t25;taxonomy;t25 taxonomy;A collection of controlled vocabulary terms organized into a hierarchical structure. Each term in a taxonomy is in one or more parent/child (broader/narrower) relationships to other terms in the taxonomy.;1;6;;;;;;ANSI/NISO Z39 R2010;NISO TR-06-2017;https://groups.niso.org/apps/group_public/download.php/12591/z39-19-2005r2010.pdf;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t98;t98;taxonomy;t98 taxonomy;"A complete data model in an inheritance hierarchy where all data elements inherit their behaviors from a single ""super data element"". The difference between a data model and a formal taxonomy is the arrangement of data elements into a formal tree structure where each element in the tree is a formally defined concept with associated properties.";0;10;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Semantic_spectrum;;logical model ;model ;;t256;t250;
t271;t185;taxonomy ;t185 taxonomy ;A taxonomy usually means a controlled vocabulary with a hierarchical structure;0;6;;;;;;Hedden 2010;;https://link.springer.com/content/pdf/10.1057%2Fdam.2010.29.pdf;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t271;t77;taxonomy ;t77 taxonomy ;"a hierarchical classification system. In this paper we will use taxonomy to mean a subject-based classification that arranges the terms in the controlled vocabulary into a hierarchy without doing anything further, though in real life you will find the term ""taxonomy"" applied to more complex structures as well.";0;6;;;;;;;Garshol 2004;https://web.archive.org/web/20081017174807/http://www.ontopia.net/topicmaps/materials/tm-vs-thesauri.html;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t155;t155;term;t155 term;Refers to the specific meaning of a word used to define/express a concept. The definitions of terms for a particular classification should be precise, accompanied by explanatory definitions which will make them readily understood by non-experts, and agreed upon by the classification experts and main users of the resulting statistics.;;;;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;term list ;;;t252;;
t217;t180;term list;t180 term list;The simplest kind of controlled vocabulary is a fl at term list, sometimes called a ‘ pick list;0;1;pick list;;;;;Hedden 2010;;https://link.springer.com/content/pdf/10.1057%2Fdam.2010.29.pdf;;flat term list ;term list ;;t266;t252;
t252;t57;term list;t57 term list;Lists (pick lists): limited sets of terms in some sequential order. - Dictionaries: alphabetical lists of terms and their definitions that provide variant senses for each term, where applicable. - Glossaries: alphabetical lists of terms, usually with definitions. - Synonym Rings: sets of terms that are considered equivalent for the purpose of retrieval.;1;3;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;term list ;;;t252;;
t217;t58;term list;t58 term list;Lists (pick lists): limited sets of terms in some sequential order;0;1;pick list;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;flat term list ;term list ;;t266;t252;
t252;t252;term list ;;;1;;;;;;;;;;;;;;t251;;
t259;t104;terminological system;t104 terminological system;concept system with designations for each concept;0;7;;;;;;ISO_IEC_11179-1_2004;;http://standards.iso.org/ittf/PubliclyAvailableStandards/c035343_ISO_IEC_11179-1_2004(E).zip;;code list ;term list ;;t259;t252;
t271;t156;terminology;t156 terminology;Refers to the system of terms commonly used or adapted for use in a classification. Wording or terminology, which may have broader meanings within the wider community, may have specific meaning within the context of given classifications. For example, 'industry' and 'homogeneity ratios' have unique definitions in the context of industry classifications.;0;5;classification;;;;;UNSD - United Nations Statistics Division;;https://unstats.un.org/unsd/classifications/bestpractices/glossary_short.pdf;;taxonomy ; classification (broad) ;classification ;t271;t261;t253
t217;t26;terminology;t26 terminology;Set of designations belonging to one special language.   ;0;1;;;;;;ISO 25964-2:2013;NISO TR-06-2017;https://www.iso.org/standard/53658.html;;flat term list ;term list ;;t266;t252;
t264;t133;theme register;t133 theme register;…;0;2;;;;;;inspire metadata;;;;subject list ;term list ;;t264;t252;
t265;t195;thesauri;t195 thesauri;A thesaurus combines the characteristics of synonym ring lists and taxonomies, together with additional features. A thesaurus is a semantic network of unique concepts, including relationships between synonyms, broader and narrower (parent/child) contexts, and other related concepts. Thesauri may be monolingual or multilingual. Thesauri may contain three types of relationships: equivalence (synonym), hierarchical (whole/ part, genus/species, or instance), and associative.;0;7;;;;;;Harpring 2015;;;;thesauri ;classification ;;t265;t253;
t265;t204;thesauri;t204 thesauri;Thesauri are controlled vocabularies networked together by relationships between terms and often indicate preferred and variant terms. Relationships are defined as follows:  Equivalence: synonym of terms and the ability to suggest which term is the preferred term Hierarchy: reflect hierarchy (spatial, conceptual or terminological) of terms by showing how terms are linked to other terms. These links are often shown by the items belonging to a broad class (CL) and defining broad and narrow terms for the item (abbreviated as BT and NT). Associative: a method to indicate relationships across hierarchies. This is expressed as related terms (abbreviated as RT). Scope Notes: defines term or breadth of term and its usage (abbreviated as SN). ;0;7;;;;;;dlese;;http://www.dlese.org/Metadata/vocabularies/term_expln.php;;thesauri ;classification ;;t265;t253;
t265;t72;thesauri;t72 thesauri;: sets of terms representing concepts and the hierarchical, equivalence, and associative relationships among them. Thesaurus structures of this type are based on NISO Z39.19-2005 and ISO 2788 -1986 standards.  Another type of thesaurus (e.g., Roget’s Thesaurus) represents only the equivalence (synonymy) of terms with the addition of classification categories. ;0;7;;;;;;;Zeng 2008;https://www.researchgate.net/publication/297530633_Knowledge_organization_systems_KOS;;thesauri ;classification ;;t265;t253;
t265;t78;thesauri ;t78 thesauri ;Thesauri basically take taxonomies as described above and extend them to make them better able to describe the world by not only allowing subjects to be arranged in a hierarchy, but also allowing other statements to be made about the subjects. ;0;7;thesaurus;;;;;;Garshol 2004;https://web.archive.org/web/20081017174807/http://www.ontopia.net/topicmaps/materials/tm-vs-thesauri.html;;thesauri ;classification ;;t265;t253;
t265;t158;thesaurus;t158 thesaurus;The UNESCO Thesaurus is a controlled and structured list of terms used in subject analysis and retrieval of documents and publications in the fields of education, culture, natural sciences, social and human sciences, communication and information. Continuously enriched and updated, its multidisciplinary terminology reflects the evolution of UNESCO's programmes and activities.;0;7;;;;;;unesco;;;;thesauri ;classification ;;t265;t253;
t265;t183;thesaurus;t183 thesaurus;The classic meaning of a thesaurus is a kind of dictionary, such as Roget ’ s thesaurus, which contains synonyms or alternate expressions for each term and possibly even antonyms.;0;7;;;;;;Hedden 2010;;https://link.springer.com/content/pdf/10.1057%2Fdam.2010.29.pdf;;thesauri ;classification ;;t265;t253;
t265;t184;thesaurus;t184 thesaurus;An information / content retrieval thesaurus shares this characteristic of listing similar terms at each controlled vocabulary term entry. The difference is that in a dictionary-thesaurus all the associated terms might be used in place of the term entry depending upon the specifi c context, which the user needs to consider in each case.the content retrieval  thesaurus, on the other hand, is designed for all contexts, regardless of a specifi c term usage or document. The synonyms or near-synonyms must therefore be suitably equivalent in all circumstances.;0;7;;;;;;Hedden 2010;;https://link.springer.com/content/pdf/10.1057%2Fdam.2010.29.pdf;;thesauri ;classification ;;t265;t253;
t265;t216;thesaurus;t216 thesaurus;A thesaurus is a tool used for vocabulary control. Using a thesaurus improves search results. A thesaurus is a sub-set of the language we use in daily life. It includes information about the relationships of words and phrases (i.e. broader terms, narrower terms, preferred terms, non-preferred, or related terms). A thesaurus is normally restricted to a specific subject field (e.g. health, education, government documents). It allows searchers to use terminology they are familiar with to find the most relevant information.;0;7;;;;;;canadian gov;;http://www.bac-lac.gc.ca/eng/services/government-information-resources/controlled-vocabularies/Pages/how-to-register-controlled-vocabulary.aspx;;thesauri ;classification ;;t265;t253;
t265;t27;thesaurus;t27 thesaurus;A book that lists words in groups of synonyms and related concepts.;0;7;;;;;;oxford dictionary;NISO TR-06-2017;;;thesauri ;classification ;;t265;t253;
t265;t28;thesaurus;t28 thesaurus;a thesaurus is a reference work that lists words grouped together according to similarity of meaning (containing synonyms and sometimes antonyms), in contrast to a dictionary, which provides definitions for words, and generally lists them in alphabetical order;0;7;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Thesaurus;;thesauri ;classification ;;t265;t253;
t265;t56;thesaurus;t56 thesaurus;A controlled vocabulary of terms or concepts that are structured hierarchically (parent/child relationships) or as equivalences (synonyms), and related terms (associative). See also Subject headings and glossary.;0;7;;;;;;Dublin Core;;http://www.dublincore.org/documents/2001/04/12/usageguide/glossary/;;thesauri ;classification ;;t265;t253;
t265;t91;thesaurus;t91 thesaurus;a collection of categorized concepts, denoted by words or phrases, that are related to each other by narrower term, wider term and related term relations.;0;7;;;;;;wikipedia;;https://en.wikipedia.org/wiki/Comparison_and_contrast_of_classification_schemes_in_linguistics_and_metadata;;thesauri ;classification ;;t265;t253;
t83;t83;topic maps;t83 topic maps;"Topic maps originated in work on the merging of electronic indexes and so are very much a subject-based classification technique. In fact, topic maps are organized around topics, and each topic is used to represent some real-world thing. In the terminology we used above, topics represent concepts, the same way terms in an indexing language refer to concepts. In topic maps the concepts are called subjects, and the standard emphatically states that a subject can be ""anything whatsoever"". We will return to the consequences of this later on.";0;6;;;;;;;Garshol 2004;https://web.archive.org/web/20081017174807/http://www.ontopia.net/topicmaps/materials/tm-vs-thesauri.html;;conceptual model ;model ;;t258;t250;
t117;t117;value domain;t117 value domain;A value domain is a set of permissible values.;1;;controlled vocabulary;;;;;OECD;ISO/IEC FCD FCD 11179-1;https://stats.oecd.org/glossary/detail.asp?ID=2849;;data model (format) ;model ;;t257;t250;
t139;t139;value domain;t139 value domain;The value domain of each metadata element is necessary to ensure interoperability of metadata in a multilingual context and that value domain should be able to take the form of free text, dates, codes derived from international standards, such as language codes, keywords derived from controlled lists or thesauri, or character strings;0;;;;;;;;COMMISSION REGULATION (EC) No 1205/2008;https://eur-lex.europa.eu/LexUriServ/LexUriServ.do?uri=OJ:L:2008:326:0012:0030:EN:PDF;;data model (format) ;model ;;t257;t250;
t186;t179;value vocabulary;t179 value vocabulary;"Vocabularies used to express concepts or values in instance data. DCMI uses the term Vocabulary Encoding Scheme for these vocabularies, which assumes more internal structure than a term list in text. (Example: Getty Art & Architecture Thesaurus). A value vocabulary defines resources (such as instances of topics, art styles, or authors) that are used as values for elements in metadata records. Typically, a value vocabulary does not define bibliographic resources such as books but rather concepts related to bibliographic resources (persons, languages, countries, etc.). The resources in a value vocabulary are ""building blocks"" with which metadata records can be populated. Many libraries mandate specific vocabularies for selecting values for a particular metadata element. A value vocabulary thus represents a controlled list of allowed values for an element. Examples include: thesauri, code lists, term lists, classification schemes, subject heading lists, taxonomies, authority files, digital gazetteers, concept schemes, and other types of knowledge organization systems. To be useful for linking of data, value vocabularies should have Hypertext Transfer Protocol (HTTP)68 Uniform Resource Identifiers (URIs)69 assigned for each value; these URIs would then appear in a metadata record instead of or in addition to the literal value.";1;;content vocabulary; concept vocabulary; controlled vocabulary;;;w3c;NISO TR-06-2017;https://www.w3.org/2005/Incubator/lld/XGR-lld-vocabdataset-20111025/#Value_vocabularies;;controlled resource ;;;t251;;
t186;t186;value vocabulary;t186 value vocabulary;Classification systems (Dewey Decimal Classification (DDC), Universal Decimal Classification (UDC) )  Subject headings/subject authority files ( Library of Congress Subject Headings (LCSH) , Répertoire d'Autorité-Matière Encyclopédique et Alphabétique Unifié (RAMEAU), Schlagwortnormdatei (SWD), National Diet Library List of Subject Headings (NDLSH) ) Name authority data (Virtual International Authority File (VIAF), Getty Union List of Artist Names (ULAN),  Library of Congress Name Authority File (LC/NAF), GeoNames) Thesauri (STW Thesaurus for Economics, AGROVOC, Eurovoc, Thesaurus for Graphic Materials (TGM) ) Other controlled vocabularies (DCMI Type Vocabulary, MARC Code List of Relators (also in element sets), PRONOM, Creative Commons (CC) License set, Preservation vocabularies from LoC) Additional sources (Wordnet, Freebase (also in datasets), DBpedia);1;;;;;;;w3c;;https://www.w3.org/2005/Incubator/lld/XGR-lld-vocabdataset-20111025;;controlled resource ;;;t251;;
t272;t188;vocabulary;t188 vocabulary;vocabulary : core model, based on the RDF description framework, which ensures semantic unambiguity, coherence and machine accessibility;0;13;domain ontology; core model;;;;Danish gov digital data strategy 2016-2020;;https://arkitektur.digst.dk/sites/default/files/rules_for_concept_and_data_modelling_-_in_english.pdf;;core model ; logical model ;model ;t272;t256;t250
t253;t206;vocabulary encoding scheme;t206 vocabulary encoding scheme;A Vocabulary Encoding Scheme (VES) resp. Concept Scheme identifies controlled vocabularies - such as thesauri, classifications, subject headings, taxonomies, etc. - whose terms may be used as values. The relationship between Dublin Core vocabulary encoding schemes and properties is as follows: Certain properties - e.g. subject, coverage, etc. - may be constrained by a Vocabulary Encodings Scheme, where the Vocabulary Encodings Scheme dictates what values may be used with that property.;1;8;concept scheme; ;;;;Dublin Core;NISO TR-06-2017;;sub type of controlled vocabulary;classification ;;;t253;;
t253;t213;vocabulary encoding scheme (ves);t213 vocabulary encoding scheme (ves);Concept Scheme identifies controlled vocabularies—such as thesauri, classifications, subject headings, taxonomies, etc.—whose terms may be used as values.;1;8;concept scheme; ;;;;Dublin Core;NISO TR-06-2017;https://github.com/dcmi/repository/blob/master/mediawiki_wiki/User_Guide.md;"subclasses: thesauri, classifications,
subject headings, taxonomies";classification ;;;t253;;
t254;t215;vocabulary mapping;t215 vocabulary mapping;A function built into the search software of some bibliographic databases that allows the user to relate a specific search term to the appropriate subject heading(s) or descriptor(s), read a scope note explaining how the heading is used, view the hierarchical tree of headings to which it belongs, and select broader headings or narrower terms or subheadings to include in the search.;0;3;mapping;;;;;odlis;;https://www.abc-clio.com/ODLIS/odlis_c.aspx;;mapping ;;;t254;;
